docdb_family_id,person_ctry_code,indiv_applicant_ratio
58737839,NO,0.0
65019352,NO,0.0
65023730,NO,0.0
65023730,US,0.0
65200684,NO,0.0
65528167,NO,0.0
65998867,NO,0.0
68208285,NO,0.0
69137772,NO,0.0
69143432,NO,0.0
69159551,NO,0.0
69159669,DE,0.0
69172731,CH,0.0
69177150,NO,0.0
69185494,NO,0.0
69187674,NO,0.0
