docdb_family_id,person_ctry_code,combined_count
65010658,DK,7
65363135,DK,11
69061392,DK,4
69104452,DK,5
69104455,DK,1
69104455,FR,2
69105885,DE,5
69105885,DK,3
69137749,DK,4
69137789,DK,2
69137801,DK,4
69137801,PT,1
69147482,DK,1
69147482,US,4
69147539,DK,5
69147693,DE,5
69147693,DK,4
69147693,US,3
69147694,DE,5
69147694,DK,4
69147694,US,3
69159759,DE,5
69159759,DK,4
69159759,US,3
69167794,DK,4
