docdb_family_id,person_ctry_code,inventor_ratio
65010599,SE,1.0
65013535,DE,1.0
65324259,SE,1.0
68610150,ES,1.0
68610151,CA,0.2
68610151,ES,0.8
69104324,AT,0.25
69104324,BE,0.125
69104324,FI,0.375
69104324,NL,0.125
69104324,SE,0.125
69104328,FI,0.6666666666666666
69104328,SE,0.3333333333333333
69104451,SE,1.0
69105737,SE,1.0
69137709,SE,1.0
69143590,SE,1.0
69147553,SE,1.0
69147557,SE,1.0
69147564,SE,1.0
69156186,SE,1.0
