docdb_family_id,person_ctry_code,applicant_count
58737839,NO,1
65019352,NO,1
65023730,NO,1
65023730,US,1
65200684,NO,1
65528167,NO,3
65998867,NO,1
68208285,NO,1
69137772,NO,1
69143432,NO,1
69159551,NO,1
69159669,DE,1
69159669,NO,1
69172731,CH,1
69177150,NO,1
69185494,NO,1
69187674,NO,2
