docdb_family_id,appln_id,appln_filing_year,appln_auth,appln_nr,docdb_family_size,nb_applicants,nb_inventors,person_ctry_code,person_name,person_id,doc_std_name_id,psn_sector,applt_seq_nr,invt_seq_nr,person_name_normalized
10865075,336806080,2011,JP,2011076689,19,1,6,,KJAERULFF SOEREN,40129369,38090,,0,2,Kjaerulff Soeren
10865075,336806080,2011,JP,2011076689,19,1,6,,MADRID SUSAN MAMPUSTI,40256998,20641936,INDIVIDUAL,0,3,Madrid Susan Mampusti
10865075,336806080,2011,JP,2011076689,19,1,6,,JOHANSEN CLAUS LINDVALD,42793942,11723,INDIVIDUAL,0,1,Johansen Claus Lindvald
10865075,336806080,2011,JP,2011076689,19,1,6,,ZARGAHI MASOUD RAJABI,42793943,20819459,INDIVIDUAL,0,6,Zargahi Masoud Rajabi
26074622,25131,2000,EP,08002200,17,1,1,DK,NOVO NORDISK A/S,30475,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,25131,2000,EP,08002200,17,1,1,DK,"Hansen, Louis Brammer",30476,24294,,0,1,"Hansen, Louis Brammer"
26074622,1716390,2000,AU,3273500,17,1,1,,Novo Nordisk A/S,11420131,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,1716390,2000,AU,3273500,17,1,1,,LOUIS BRAMMER HANSEN,13789929,24294,,0,1,Louis Brammer Hansen
26074622,3456611,2000,BR,0009040,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,3456611,2000,BR,0009040,17,1,1,,LOUIS BRAMMER HANSEN,13789929,24294,,0,1,Louis Brammer Hansen
26074622,4728165,2000,CA,2361830,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,4728165,2000,CA,2361830,17,1,1,DK,"HANSEN, LOUIS BRAMMER",13347415,24294,,0,1,"Hansen, Louis Brammer"
26074622,6623963,2000,CN,00805003,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,6623963,2000,CN,00805003,17,1,1,DK,LOUIS B. HANSEN,18098149,3049336,,0,1,Louis B. Hansen
26074622,9041793,2000,CZ,20013018,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,9041793,2000,CZ,20013018,17,1,1,DK,HANSEN LOUIS BRAMMER,18696102,24294,,0,1,Hansen Louis Brammer
26074622,14000320,2000,DE,60040333,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,14000320,2000,DE,60040333,17,1,1,DK,"HANSEN, LOUIS BRAMMER",13347415,24294,,0,1,"Hansen, Louis Brammer"
26074622,15450147,2000,WO,0000117,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,15450147,2000,WO,0000117,17,1,1,,"HANSEN, LOUIS, BRAMMER",25507851,24294,,0,1,"Hansen, Louis, Brammer"
26074622,15757431,2000,EP,00910573,17,1,1,DK,NOVO NORDISK A/S,2784,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,15757431,2000,EP,00910573,17,1,1,DK,"HANSEN, Louis, Brammer",887907,24294,,0,1,"Hansen, Louis, Brammer"
26074622,24284806,2000,IL,14498900,17,1,0,,Novo Nordisk A/S,11420131,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,42088251,2001,NO,20014508,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,42088251,2001,NO,20014508,17,1,1,DK,"HANSEN, LOUIS BRAMMER",13347415,24294,,0,1,"Hansen, Louis Brammer"
26074622,42459641,2000,PL,35132600,17,1,1,DK,NOVO NORDISK AS,15330044,2386,COMPANY,1,0,Novo Nordisk As
26074622,42459641,2000,PL,35132600,17,1,1,DK,HANSEN LOUIS BRAMMER,18696102,24294,,0,1,Hansen Louis Brammer
26074622,42777505,2000,RU,2001128068,17,1,1,,Ð¥ÐÐÐ¡Ð•Ð Ð›ÑƒÐ¸ Ð‘Ñ€Ð°Ð¼Ð¼ÐµÑ€ (DK),61675046,29019144,,0,1, N  N1414N (Dk)
26074622,42777505,2000,RU,2001128068,17,1,1,,ÐÐžÐ’Ðž ÐÐžÐ Ð”Ð˜Ð¡Ðš Ð/Ð¡ (DK),68018480,26638025,COMPANY,1,0,Zz Z  S / (Dk)
26074622,54908217,2001,ZA,200106884,17,1,1,,NOVO NORDISK A/S.,12683722,2386,COMPANY,1,0,Novo Nordisk A/S.
26074622,54908217,2001,ZA,200106884,17,1,1,,LOUIS BRAMMER HANSEN,13789929,24294,,0,1,Louis Brammer Hansen
26074622,54952203,2000,AT,00910573,17,1,1,DK,Novo Nordisk A/S,5335284,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,54952203,2000,AT,00910573,17,1,1,DK,"HANSEN, LOUIS",40056326,5919847,,0,1,"Hansen, Louis"
26074622,56779989,2000,ES,00910573,17,1,1,,Novo Nordisk A/S,11420131,2386,COMPANY,1,0,Novo Nordisk A/S
26074622,56779989,2000,ES,00910573,17,1,1,DK,"HANSEN, LOUIS, BRAMMER",13389926,24294,INDIVIDUAL,0,1,"Hansen, Louis, Brammer"
26074622,606981504,2000,HU,P0200297,17,1,0,DK,"NOVO NORDISK A/S, BAGSVAERD",22688432,2386,COMPANY,1,0,"Novo Nordisk A/S, Bagsvaerd"
26153124,22305,2000,EP,08005280,8,1,1,DK,Rockwool International A/S,25070,11340,COMPANY,1,0,Rockwool International A/S
26153124,22305,2000,EP,08005280,8,1,1,DK,"Grove-Rasmussen, Svend",49167333,20039,,0,1,"Grove-Rasmussen, Svend"
26153124,1002612,2000,AT,00972711,8,1,1,DK,Rockwool International A/S,5510327,11340,COMPANY,1,0,Rockwool International A/S
26153124,1002612,2000,AT,00972711,8,1,1,DK,"Grove-Rasmussen, Svend",10214861,20039,INDIVIDUAL,0,1,"Grove-Rasmussen, Svend"
26153124,1419124,2000,AU,1135301,8,1,1,,Rockwool International A/S,11585096,11340,COMPANY,1,0,Rockwool International A/S
26153124,1419124,2000,AU,1135301,8,1,1,,SVEND GROVE-RASMUSSEN,13625489,20039,,0,1,Svend Grove-Rasmussen
26153124,15600222,2000,WO,0009913,8,2,1,DK,Rockwool International A/S,5510327,11340,COMPANY,1,0,Rockwool International A/S
26153124,15600222,2000,WO,0009913,8,2,1,DK,"Grove-Rasmussen, Svend",10214861,20039,INDIVIDUAL,2,1,"Grove-Rasmussen, Svend"
26153124,15789879,2000,EP,00972711,8,1,1,DK,Rockwool International A/S,14621,11340,COMPANY,1,0,Rockwool International A/S
26153124,15789879,2000,EP,00972711,8,1,1,DK,"GROVE-RASMUSSEN, Svend",967334,20039,,0,1,"Grove-Rasmussen, Svend"
26153124,42465550,2000,PL,35750000,8,1,1,DK,Rockwool International A/S,5510327,11340,COMPANY,1,0,Rockwool International A/S
26153124,42465550,2000,PL,35750000,8,1,1,DK,GROVE-RASMUSSEN SVEND,20574720,20039,,0,1,Grove-Rasmussen Svend
26153124,57201334,2000,DE,60038566,8,1,1,DK,Rockwool International A/S,5510327,11340,COMPANY,1,0,Rockwool International A/S
26153124,57201334,2000,DE,60038566,8,1,1,DK,"Grove-Rasmussen, Svend",10214861,20039,INDIVIDUAL,0,1,"Grove-Rasmussen, Svend"
26153124,606986163,2000,HU,P0202815,8,1,1,DK,Rockwool International A/S,5510327,11340,COMPANY,1,0,Rockwool International A/S
26153124,606986163,2000,HU,P0202815,8,1,1,DK,"Grove-Rasmussen, Svend",10214861,20039,INDIVIDUAL,0,1,"Grove-Rasmussen, Svend"
